reservation_line_id,reservation_number,reservation_line_number,reservation_creation_date,reservation_requirement_date,part_number,description,open_reservation_qty,open_reservation_value,reservation_status,reservation_source,wbs_number,requester_alias,plant_code,po_number,po_line_number,po_line_item_id,asset_code,asset_serial_number
6084083282-5,6084083282,5,2025-10-14,2025-11-30,105016016,PUMP GEAR 11 CC/REV 18852688-001,1.0,729.7171000000001,04. PO Available to Peg,SAP - MANUAL Reservation,J.26.012893,AAgarwal15,3606,4584522723,1,4584522723-1,,
6084083282-8,6084083282,8,2025-10-14,2025-11-30,105016017,PUMP PISTON 45 CC/REV 18852686-001,1.0,5096.4890000000005,04. PO Available to Peg,SAP - MANUAL Reservation,J.26.012893,AAgarwal15,3606,4584522865,3,4584522865-3,,
6084083282-12,6084083282,12,2025-10-14,2025-11-30,105016020,PUMP PISTON 75 CC/REV 18852687-001,1.0,6581.410000000001,04. PO Available to Peg,SAP - MANUAL Reservation,J.26.012893,AAgarwal15,3606,4584522865,2,4584522865-2,,
6084083282-10,6084083282,10,2025-10-14,2025-11-30,105016021,PUMP PISTON 69 CC/REV 18852685-001,1.0,12414.296,04. PO Available to Peg,SAP - MANUAL Reservation,J.26.012893,AAgarwal15,3606,4584522865,1,4584522865-1,,
6084083282-29,6084083282,29,2025-10-14,2025-11-30,105085061,"HRUK CTU SPARE, BLADDER ACCUMULATOR 54 ~",1.0,0.0067,04. PO Available to Peg,SAP - MANUAL Reservation,J.26.012893,AAgarwal15,3606,4584538223,14,4584538223-14,,
6084083282-26,6084083282,26,2025-10-14,2025-11-30,105085062,"HRUK CTU 2.5L, 310 BAR ACCUMULATOR",1.0,0.0067,04. PO Available to Peg,SAP - MANUAL Reservation,J.26.012893,AAgarwal15,3606,4584538223,13,4584538223-13,,
6084083282-7,6084083282,7,2025-10-14,2025-11-30,105085064,"HRUK CTU 20L, 310 BAR ACCUMULATOR",1.0,0.0067,04. PO Available to Peg,SAP - MANUAL Reservation,J.26.012893,AAgarwal15,3606,4584538223,12,4584538223-12,,
6084083282-11,6084083282,11,2025-10-14,2025-11-30,105085065,"HRUK CTU 10L, 207 BAR ACCUMULATOR",1.0,0.0067,04. PO Available to Peg,SAP - MANUAL Reservation,J.26.012893,AAgarwal15,3606,4584538223,11,4584538223-11,,
6084083282-9,6084083282,9,2025-10-14,2025-11-30,105085066,HRUK 1/2INCH NPT RELIEF VALVE,1.0,0.0067,04. PO Available to Peg,SAP - MANUAL Reservation,J.26.012893,AAgarwal15,3606,4584538223,10,4584538223-10,,
6084083282-14,6084083282,14,2025-10-14,2025-11-30,105087428,VALVE PRESURE RELIEF 4 - BOLTS,1.0,0.0067,04. PO Available to Peg,SAP - MANUAL Reservation,J.26.012893,AAgarwal15,3606,4584522723,14,4584522723-14,,
6084083282-24,6084083282,24,2025-10-14,2025-11-30,106003865,"GAUGE PRESSURE 2.50"" 0-30PSI",1.0,0.0067,04. PO Available to Peg,SAP - MANUAL Reservation,J.26.012893,AAgarwal15,3606,4584538223,9,4584538223-9,,
6084083282-23,6084083282,23,2025-10-14,2025-11-30,106003870,PRESSURE GAUGE 0-3 PSI PANEL MOUNT,1.0,0.0067,04. PO Available to Peg,SAP - MANUAL Reservation,J.26.012893,AAgarwal15,3606,4584538223,8,4584538223-8,,
6084083282-31,6084083282,31,2025-10-14,2025-11-30,106033012,18856119-001 PILOT OPERATING/REDUCUING,1.0,0.0067,04. PO Available to Peg,SAP - MANUAL Reservation,J.26.012893,AAgarwal15,3606,4584538223,7,4584538223-7,,
6084083282-28,6084083282,28,2025-10-14,2025-11-30,106033014,17747068-001 PRESS RELIEF VALVE CARTRIDG,2.0,0.0134,04. PO Available to Peg,SAP - MANUAL Reservation,J.26.012893,AAgarwal15,3606,4584538223,6,4584538223-6,,
6084083282-25,6084083282,25,2025-10-14,2025-11-30,106033017,17747094-001 VALVE PRESSURE RELIEF PSI 3,1.0,0.0067,04. PO Available to Peg,SAP - MANUAL Reservation,J.26.012893,AAgarwal15,3606,4584538223,5,4584538223-5,,
6084083282-27,6084083282,27,2025-10-14,2025-11-30,106033018,18868420-001 3/4NPT CHECK VALVE CIRCLE S,2.0,0.0134,04. PO Available to Peg,SAP - MANUAL Reservation,J.26.012893,AAgarwal15,3606,4584538223,4,4584538223-4,,
6084083282-30,6084083282,30,2025-10-14,2025-11-30,106033019,18793119-001 PRESSURE REDUCING VALVE,1.0,0.0067,04. PO Available to Peg,SAP - MANUAL Reservation,J.26.012893,AAgarwal15,3606,4584538223,3,4584538223-3,,
6084083282-16,6084083282,16,2025-10-14,2025-11-30,106033021,18859498-001 VALVE SAFETY RELIEF 50 BAR,1.0,0.0067,04. PO Available to Peg,SAP - MANUAL Reservation,J.26.012893,AAgarwal15,3606,4584538223,2,4584538223-2,,
6084083282-17,6084083282,17,2025-10-14,2025-11-30,106033022,18859478-001 VALVE SAFETY RELIEF 230 BAR,1.0,0.0067,04. PO Available to Peg,SAP - MANUAL Reservation,J.26.012893,AAgarwal15,3606,4584538223,1,4584538223-1,,
6084101143-1,6084101143,1,2025-10-14,2025-10-14,J959629,"INSULATOR, F-CONTACT",10.0,73.90100000000001,03. SOH available to Partial Pegging - No PO Available to Peg,SAP - MANUAL Reservation,,harsh,3606,,,,,
6084091022-33,6084091022,33,2025-10-14,2025-11-30,T1001476,"ASSY,E-STOP, CoilSAVER",1.0,2313.4363,04. PO Available to Peg,SAP - MANUAL Reservation,J.26.012893,AAgarwal15,3606,4584522512,1,4584522512-1,,
6084091022-12,6084091022,12,2025-10-14,2025-11-30,104221435,"CABLE, 45M, DE2 PLUG 5 PIN TO DR4 FEMAL~",1.0,4879.945000000001,04. PO Available to Peg,SAP - MANUAL Reservation,J.26.012893,AAgarwal15,3606,4584522512,7,4584522512-7,,
6084081295-1,6084081295,1,2025-10-13,2025-10-13,104993155,"KIT, LOW OIL SWITCH STRAIN RELIEF, FNFM",4.0,645.1832,04. PO Available to Peg,SAP - MANUAL Reservation,,SANTOSO,3606,4584629369,1,4584629369-1,,
6083890577-1,6083890577,1,2025-10-10,2025-10-10,103207064,"AIR CONDITIONER UNIT ASSY, MACH 10, 15k~",3.0,8815.087500000001,05. No PO Available to Peg,SAP - MANUAL Reservation,,jpampling,3610,,,,,
6083888209-1,6083888209,1,2025-10-09,2025-11-13,P777933,REPLACEMENT KIT FOR USIS ROTATING SEAL,1.0,1045.3398,05. No PO Available to Peg,MAXIMO,,80080752,3606,,,,,
6083764164-4,6083764164,4,2025-10-07,2025-10-07,100156937,"SCREW;FLAT/CAP HEX SCKT,0.5625 IN,18,5",3.0,105.1833,04. PO Available to Peg,SAP - MANUAL Reservation,,FHERWANTO,3606,4584595488,1,4584595488-1,,
6083764164-1,6083764164,1,2025-10-07,2025-10-07,100203847,IBCS 8 5/8 target for SFT 358,1.0,6105.8842,04. PO Available to Peg,SAP - MANUAL Reservation,,FHERWANTO,3606,4584596172,3,4584596172-3,,
6083740022-1,6083740022,1,2025-10-07,2025-10-06,100231972,FBSS401 PC BOARD ASSY,4.0,5521.3204,04. PO Available to Peg,SAP - MANUAL Reservation,,ckok3,3610,4584495886,1,4584495886-1,,
6083764164-3,6083764164,3,2025-10-07,2025-10-07,100297788,TARGET FOR USRS-B,1.0,2920.5769,04. PO Available to Peg,SAP - MANUAL Reservation,,FHERWANTO,3606,4584596172,2,4584596172-2,,
6083740058-1,6083740058,1,2025-10-07,2025-10-07,100425244,"CHAIN, SHEAVE ANCHOR, 1/2IN x 15FT, 15,~",2.0,2446.2006,04. PO Available to Peg,SAP - MANUAL Reservation,,ckok3,3610,4584573339,1,4584573339-1,,
6083764164-2,6083764164,2,2025-10-07,2025-10-07,101023648,CASING BRACKET,1.0,2776.4532000000004,04. PO Available to Peg,SAP - MANUAL Reservation,,FHERWANTO,3606,4584596172,1,4584596172-1,,
6083740229-1,6083740229,1,2025-10-07,2025-11-29,103300678,"COLLECTOR / SLIP RING, OFFSHORE CERTIFI~",1.0,0.0067,04. PO Available to Peg,SAP - MANUAL Reservation,,cnevarez2,3606,4584495915,1,4584495915-1,,
6083740056-4,6083740056,4,2025-10-07,2025-10-07,104692182,"BOLT TYPE, ANCHOR SHACKLE, 27,000 SWL",5.0,2301.78,04. PO Available to Peg,SAP - MANUAL Reservation,,ckok3,3610,4584587139,1,4584587139-1,,
6083740056-3,6083740056,3,2025-10-07,2025-10-07,T5011076,"SLING SAFETY, 12FT, SINGLE PATH, 50,000~",3.0,4666.3689,04. PO Available to Peg,SAP - MANUAL Reservation,,ckok3,3610,4584573341,2,4584573341-2,,
6083749114-1,6083749114,1,2025-10-07,2025-10-07,T5016348,"REMOTE, WINCH CONTROL, TRANSMITTER-RECE~",3.0,14163.204000000002,04. PO Available to Peg,SAP - MANUAL Reservation,,Elodie,3610,4584496295,1,4584496295-1,,
6083740056-2,6083740056,2,2025-10-07,2025-10-07,T5018340,"CHAIN, DOUBLE HOOK, 12,000 SWL",2.0,2162.0712,04. PO Available to Peg,SAP - MANUAL Reservation,,ckok3,3610,4584573341,1,4584573341-1,,
6083740286-1,6083740286,1,2025-10-07,2025-11-29,106023225,"Balltec 2 3/8"" CoilLOK Coiled Tubing Ha~",1.0,6143.471200000001,05. No PO Available to Peg,SAP - MANUAL Reservation,J.25.000982,cnevarez2,3606,,,,,
6083740056-1,6083740056,1,2025-10-07,2025-10-07,H357042,"LC-M-3_3/8, LIFTING CAP, MALE 3-3/8, 12~",3.0,1317.4368,05. No PO Available to Peg,SAP - MANUAL Reservation,,ckok3,3610,,,,,
6083737937-1,6083737937,1,2025-10-06,2025-10-06,100247494,"FISHING NECK PROFILE,7-46 CABLE",2.0,0.134,05. No PO Available to Peg,SAP - MANUAL Reservation,,ckok3,3610,,,,,
6083698088-3,6083698088,3,2025-10-06,2025-10-06,103674790,"Haskel Seal kit, AD , Single",5.0,3.35,04. PO Available to Peg,SAP - MANUAL Reservation,,ALEXEY,3606,4584512538,1,4584512538-1,,
6083698088-2,6083698088,2,2025-10-06,2025-10-06,104768020,"Seal Kit, DP",5.0,3.35,04. PO Available to Peg,SAP - MANUAL Reservation,,ALEXEY,3606,4584512538,2,4584512538-2,,
6083698088-1,6083698088,1,2025-10-06,2025-10-06,104768021,"Seal Kit, Cycle Valve, Low Temp, 5- 3/4”",5.0,3.35,04. PO Available to Peg,SAP - MANUAL Reservation,,ALEXEY,3606,4584512538,3,4584512538-3,,
6083737937-2,6083737937,2,2025-10-06,2025-10-06,H441408,"WEAKPOINT ASSEMBLY, 6700-7300 LBS.",5.0,495.6,01. SOH Available to Peg,SAP - MANUAL Reservation,,ckok3,3610,,,,,
6083737937-3,6083737937,3,2025-10-06,2025-10-06,H701907,"OUTER HOUSING, LEH-QC",2.0,564.207,04. PO Available to Peg,SAP - MANUAL Reservation,,ckok3,3610,4584612041,1,4584612041-1,,
6083642016-10,6083642016,10,2025-10-04,2025-12-04,100178820,CHOKE BEAN 10/64 IN: WOM P/N SW12-10,1.0,458.28,04. PO Available to Peg,SAP - MANUAL Reservation,J.25.006683,Akashdeep,3606,4584495805,10,4584495805-10,,
6083642016-9,6083642016,9,2025-10-04,2025-12-04,100178823,CHOKE BEAN 14/64 IN: WOM SW12-14,1.0,458.28,04. PO Available to Peg,SAP - MANUAL Reservation,J.25.006683,Akashdeep,3606,4584495805,9,4584495805-9,,
6083642016-8,6083642016,8,2025-10-04,2025-12-04,100178825,CHOKE BEAN 18/64 IN: WOM P/N SW12-18,1.0,644.8884,04. PO Available to Peg,SAP - MANUAL Reservation,J.25.006683,Akashdeep,3606,4584495805,8,4584495805-8,,
6083642016-7,6083642016,7,2025-10-04,2025-12-04,100178826,CHOKE BEAN 20/64 IN: WOM P/N SW12-20,1.0,638.9321,04. PO Available to Peg,SAP - MANUAL Reservation,J.25.006683,Akashdeep,3606,4584495805,7,4584495805-7,,
6083642016-6,6083642016,6,2025-10-04,2025-12-04,100178827,CHOKE BEAN 22/64 IN: WOM P/N SW12-22,1.0,612.916,04. PO Available to Peg,SAP - MANUAL Reservation,J.25.006683,Akashdeep,3606,4584495805,6,4584495805-6,,
6083642016-5,6083642016,5,2025-10-04,2025-12-04,100178830,CHOKE BEAN 26/64 IN: WOM P/N SW12-26,1.0,638.2621,04. PO Available to Peg,SAP - MANUAL Reservation,J.25.006683,Akashdeep,3606,4584495805,5,4584495805-5,,
6083642016-4,6083642016,4,2025-10-04,2025-12-04,100178832,CHOKE BEAN 30/64 IN: WOM P/N SW12-30,1.0,644.8884,04. PO Available to Peg,SAP - MANUAL Reservation,J.25.006683,Akashdeep,3606,4584495805,4,4584495805-4,,
6083642016-3,6083642016,3,2025-10-04,2025-12-04,100178839,CHOKE BEAN 44/64 IN: WOM SW12-44,1.0,529.568,04. PO Available to Peg,SAP - MANUAL Reservation,J.25.006683,Akashdeep,3606,4584495805,3,4584495805-3,,
6083642016-2,6083642016,2,2025-10-04,2025-12-04,100178844,CHOKE BEAN 52/64 IN: WOM P/N SW12-52,1.0,637.7127,04. PO Available to Peg,SAP - MANUAL Reservation,J.25.006683,Akashdeep,3606,4584495805,2,4584495805-2,,
6083642016-1,6083642016,1,2025-10-04,2025-12-04,100178848,CHOKE BEAN 60/64 IN: WOM P/N SW12-60,1.0,644.5333,04. PO Available to Peg,SAP - MANUAL Reservation,J.25.006683,Akashdeep,3606,4584495805,1,4584495805-1,,
6083642016-12,6083642016,12,2025-10-04,2025-12-04,100417661,SEAT GASKET FOR CHOKE (BEAN WITH 2 IN M~,1.0,458.28,01. SOH Available to Peg,SAP - MANUAL Reservation,J.25.006683,Akashdeep,3606,,,,,
6083642016-11,6083642016,11,2025-10-04,2025-12-04,101516537,ADAPTOR WOM FLOW BEAN,1.0,458.28,04. PO Available to Peg,SAP - MANUAL Reservation,J.25.006683,Akashdeep,3606,4584496374,1,4584496374-1,,
6083553132-1,6083553132,1,2025-10-03,2025-10-03,106023225,"Balltec 2 3/8"" CoilLOK Coiled Tubing Ha~",1.0,6143.471200000001,04. PO Available to Peg,SAP - MANUAL Reservation,,PETTENGELL,3606,4584560154,1,4584560154-1,,
6083499050-1,6083499050,1,2025-10-02,2025-11-10,100886174,JUNK RING SW-3995,2.0,85.02300000000001,05. No PO Available to Peg,MAXIMO,,05170733,3606,,,,,
6083499050-2,6083499050,2,2025-10-02,2025-11-10,100886641,"*OBS, REPLACED BY 100746089*  SEAL RING~",2.0,20.453,05. No PO Available to Peg,MAXIMO,,05170733,3606,,,,,
6083499219-1,6083499219,1,2025-10-02,2025-10-02,101288621,"KIT, 1-32/2-32 ROPE SOCKET CONE FOR H2S",5.0,4170.809,05. No PO Available to Peg,SAP - MANUAL Reservation,,jpereira11,3606,,,,,
6083499050-3,6083499050,3,2025-10-02,2025-11-10,P486866,SEAL ASSEMBLY 3 1/16 IN 10K (#75): WOM ~,2.0,6303.6146,05. No PO Available to Peg,MAXIMO,,05170733,3606,,,,,
6083453565-5,6083453565,5,2025-10-01,2025-11-09,102498587,"CORROSION INHIBITOR, ACCY-CI",15420.0,898.986,04. PO Available to Peg,SAP - MANUAL Reservation,,cnevarez2,3606,4584484810,1,4584484810-1,,
6083453565-4,6083453565,4,2025-10-01,2025-11-09,103252792,"FITTING, 3 IN, 1502 MALE UNION, WING-HAL",1.0,2066.9256,04. PO Available to Peg,SAP - MANUAL Reservation,,cnevarez2,3606,4584484936,1,4584484936-1,,
6083453565-6,6083453565,6,2025-10-01,2025-11-09,103252793,"N2 PLUG, N2 BLANKET AND CAP ACCY-NBC",1.0,208.5566,04. PO Available to Peg,SAP - MANUAL Reservation,,cnevarez2,3606,4584484810,4,4584484810-4,,
6083453565-3,6083453565,3,2025-10-01,2025-11-09,103274351,"SPOOL, SHIPPING, METAL, 170-95-96, ACCY~",1.0,11961.108000000002,04. PO Available to Peg,SAP - MANUAL Reservation,,cnevarez2,3606,4584484936,4,4584484936-4,,
6083453565-2,6083453565,2,2025-10-01,2025-11-09,103274540,"PIPE, COIL TUBING, TS90, 2.375 IN x 0.1~",8202.0,37320.7404,04. PO Available to Peg,SAP - MANUAL Reservation,,cnevarez2,3606,4584484936,2,4584484936-2,,
6083453565-1,6083453565,1,2025-10-01,2025-11-09,103274541,"PIPE, COIL TUBING, TS90, 2.375 IN x 0.2~",7218.0,36270.45,04. PO Available to Peg,SAP - MANUAL Reservation,,cnevarez2,3606,4584484936,3,4584484936-3,,
6083453565-7,6083453565,7,2025-10-01,2025-11-09,103425109,Anti-roll Cradle: for use with shipping,1.0,365.5922,04. PO Available to Peg,SAP - MANUAL Reservation,,cnevarez2,3606,4584484810,2,4584484810-2,,
6083453565-8,6083453565,8,2025-10-01,2025-11-09,104621371,ACCY-PLOWPackaging: Lamiflex Outer,1.0,596.1942,04. PO Available to Peg,SAP - MANUAL Reservation,,cnevarez2,3606,4584484810,3,4584484810-3,,
6083454634-1,6083454634,1,2025-10-01,2025-10-01,106029073,"""COS200AA08/150 - OVERSHOT FC RELEASE 2.",1.0,3686.608,04. PO Available to Peg,SAP - MANUAL Reservation,,cnevarez2,3606,4584502628,1,4584502628-1,,
6083454634-2,6083454634,2,2025-10-01,2025-10-01,106029075,COS20008RK - REDRESS KIT FOR COS20008 OV,3.0,213.86400000000003,04. PO Available to Peg,SAP - MANUAL Reservation,,cnevarez2,3606,4584502628,2,4584502628-2,,
6083454634-3,6083454634,3,2025-10-01,2025-10-01,106029076,"""20E-150 - SLIP GRAPPLE 2'' OVERSHOT 1.4",3.0,1206.804,04. PO Available to Peg,SAP - MANUAL Reservation,,cnevarez2,3606,4584502628,3,4584502628-3,,
6083401223-3,6083401223,3,2025-09-30,2025-09-30,100410763,"PIN TOOL, ECRD",1.0,1097.0466,04. PO Available to Peg,SAP - MANUAL Reservation,,ckok3,3650,4584495782,1,4584495782-1,,
6083401223-2,6083401223,2,2025-09-30,2025-09-30,101103140,"ASSY, COLLET/FRAME REMOVAL TOOL, ECRD-G",1.0,928.3508,04. PO Available to Peg,SAP - MANUAL Reservation,,ckok3,3650,4584571040,1,4584571040-1,,
6083401223-1,6083401223,1,2025-09-30,2025-09-30,101705251,"KIT, ECRD-G/H PULL TEST",1.0,3922.182,05. No PO Available to Peg,SAP - MANUAL Reservation,,ckok3,3650,,,,,
6083424688-1,6083424688,1,2025-09-30,2025-10-30,102080938,"SHEAR SCREW,8 QTY / SET (PHOSPOR BRONZE)",50.0,323.27500000000003,05. No PO Available to Peg,SAP - MANUAL Reservation,,cnevarez2,3606,,,,,
6083424688-4,6083424688,4,2025-09-30,2025-10-30,102773132,"SCREW, SHEAR, PHOSPOR BRONZE SS-375NF-04",50.0,235.92,05. No PO Available to Peg,SAP - MANUAL Reservation,,cnevarez2,3606,,,,,
6083424688-2,6083424688,2,2025-09-30,2025-10-30,102945920,"Rupture Disc - 6,000 psi",2.0,1016.4168,05. No PO Available to Peg,SAP - MANUAL Reservation,,cnevarez2,3606,,,,,
6083424688-3,6083424688,3,2025-09-30,2025-10-30,104739983,REDRESS KIT F/ 1-11/16 MOTORHEAD ASSEMBL,6.0,605.3316000000001,06. No PO Available to Peg fully (Only Partial available,SAP - MANUAL Reservation,,cnevarez2,3606,,,,,
6083401690-2,6083401690,2,2025-09-30,2025-09-30,H547151,"Na 22, 92.5 Bq HNGS SOURCE",1.0,1292.46,04. PO Available to Peg,SAP - MANUAL Reservation,,FHERWANTO,3606,9000225482,1,9000225482-1,,
6083400600-1,6083400600,1,2025-09-30,2025-09-30,H712953,"WEAKPOINT ASSEMBLY 500F, 3900-4500 LBS",2.0,325.888,05. No PO Available to Peg,SAP - MANUAL Reservation,,ckok3,3610,,,,,
6083399899-1,6083399899,1,2025-09-30,2025-09-30,T6015938,"HOUSING, ELEMENT, END CAP, 3-3/8, WPSA-~",1.0,1695.5757,05. No PO Available to Peg,SAP - MANUAL Reservation,,ckok3,3610,,,,,
6083401690-1,6083401690,1,2025-09-30,2025-09-30,100878050,"PWA, LITTLE 8Z",1.0,2420.04,04. PO Available to Peg,SAP - MANUAL Reservation,,FHERWANTO,3606,4584485037,6,4584485037-6,,
6083401337-1,6083401337,1,2025-09-30,2025-10-30,101635859,"KIT, ASLT-A/B SLS-2",1.0,138.61,04. PO Available to Peg,MAXIMO,,80080752,3606,4584484685,5,4584484685-5,,
6083401474-1,6083401474,1,2025-09-30,2025-10-30,101635859,"KIT, ASLT-A/B SLS-2",1.0,138.61,04. PO Available to Peg,MAXIMO,,80080752,3606,4584484685,5,4584484685-5,,
6083197400-2,6083197400,2,2025-09-26,2025-10-07,100211312,"HEAT SINK RUBBER PT-V 0.75t, TELEMETRY ~",20.0,120.13,05. No PO Available to Peg,SAP - MANUAL Reservation,,Poonam,3606,,,,,
6083197400-3,6083197400,3,2025-09-26,2025-10-07,J964750,"INSULATOR, FET TYPE 2 RoHS",20.0,179.56000000000003,05. No PO Available to Peg,SAP - MANUAL Reservation,,Poonam,3606,,,,,
6083197400-4,6083197400,4,2025-09-26,2025-10-07,E954137,"INSULATOR:ELECTRICAL;0.3 MM THK,SLCNE",50.0,28.5,03. SOH available to Partial Pegging - No PO Available to Peg,SAP - MANUAL Reservation,,Poonam,3606,,,,,
6083197400-1,6083197400,1,2025-09-26,2025-10-07,J953825,"BUSH INSULATOR, PPS RoHS",20.0,108.2,03. SOH available to Partial Pegging - No PO Available to Peg,SAP - MANUAL Reservation,,Poonam,3606,,,,,
6083146192-2,6083146192,2,2025-09-25,2025-09-24,100051967,"CMRD-AA, KIT, CMR 8.5"" DEBRIS SHIELD",1.0,0.0067,01. SOH Available to Peg,SAP - MANUAL Reservation,,M Aboubakr,3606,,,,,
6083145801-1,6083145801,1,2025-09-25,2025-09-25,101550406,"Pump, Hand/Air Driven,",2.0,3238.713,04. PO Available to Peg,SAP - MANUAL Reservation,,KHAFIDZ,3606,4584465264,5,4584465264-5,,
6083146192-3,6083146192,3,2025-09-25,2025-09-24,H245336,ECCENTRALIZER SPRING,2.0,15276.000000000002,04. PO Available to Peg,SAP - MANUAL Reservation,,M Aboubakr,3606,4584612291,1,4584612291-1,,
6083164720-1,6083164720,1,2025-09-25,2025-09-25,H706360,"PC BOARD ASSY, SAMPLE I/O II",1.0,3072.5825,04. PO Available to Peg,SAP - MANUAL Reservation,,FHERWANTO,3606,4584485029,1,4584485029-1,,
6083145641-1,6083145641,1,2025-09-25,2025-09-25,P673055,"ROTATING HEAD, SUPPORT EQUIPPED",1.0,864.0052000000001,04. PO Available to Peg,SAP - MANUAL Reservation,,AROW2,3610,4584277752,1,4584277752-1,,
6083146308-1,6083146308,1,2025-09-25,2025-11-29,TB-5002858,"BATTERY,BAH-10,17S,D,165C,POTTED,62.4V,~",6.0,13110.18,05. No PO Available to Peg,SAP - MANUAL Reservation,J.25.087436,KKEESE,3606,,,,,
6083087051-2,6083087051,2,2025-09-24,2026-01-30,103365048,"CHAIN INJECTOR HR580/680/ ASSY, POCKET M",2.0,40805.4628,05. No PO Available to Peg,SAP - MANUAL Reservation,,cnevarez2,3606,,,,,
6083087051-1,6083087051,1,2025-09-24,2026-01-30,103365051,PAD POCKET ELASTOMER GREEN HR580/680/610,70.0,3484.145,04. PO Available to Peg,SAP - MANUAL Reservation,,cnevarez2,3606,4584635831,1,4584635831-1,,
6083035585-2,6083035585,2,2025-09-23,2025-12-01,101225755,"EZ-IN FLOW METER 3/4IN X 2IN ASSY, 600R~",2.0,3432.008,05. No PO Available to Peg,MAXIMO,,80027905,3606,,,,,
6083035585-5,6083035585,5,2025-09-23,2025-12-01,101226146,"EZ-IN FLOW METER 1/2IN X 2IN ASSY, 600R~",1.0,3461.5416,05. No PO Available to Peg,MAXIMO,,80027905,3606,,,,,
6083035585-7,6083035585,7,2025-09-23,2025-12-01,101226148,"EZ-IN FLOW METER 1/2IN X 2IN, WAFER ROU~",1.0,1471.722,04. PO Available to Peg,MAXIMO,,80027905,3606,4584525793,1,4584525793-1,,
6083035585-4,6083035585,4,2025-09-23,2025-12-01,101230795,"REPAIR KIT, EZ-IN METER 1/2IN X 2IN, CE~",1.0,1405.392,04. PO Available to Peg,MAXIMO,,80027905,3606,4584576680,1,4584576680-1,,
6083035585-6,6083035585,6,2025-09-23,2025-12-01,101230801,"REPAIR KIT, EZ-IN METER 3/4IN X 2IN, CE~",1.0,1231.2456000000002,04. PO Available to Peg,MAXIMO,,80027905,3606,4584576714,1,4584576714-1,,
6083035585-3,6083035585,3,2025-09-23,2025-12-01,101751218,"CONFIGURED BULLET W/ ACCESSORIES, WIREL~",2.0,33.4062,05. No PO Available to Peg,MAXIMO,,80027905,3606,,,,,
6083042891-1,6083042891,1,2025-09-23,2025-09-29,106022758,"1.855"" OD JDC PULLING TOOL ",1.0,2749.6800000000003,04. PO Available to Peg,SAP - MANUAL Reservation,,cnevarez2,3606,4584485476,1,4584485476-1,,
6083042891-2,6083042891,2,2025-09-23,2025-09-29,106022760,"1.855"" OD JDC PULLING TOOL REDRESS KIT",3.0,336.072,04. PO Available to Peg,SAP - MANUAL Reservation,,cnevarez2,3606,4584485476,2,4584485476-2,,
6083042891-3,6083042891,3,2025-09-23,2025-09-29,106022763,"’JDC’ PULLING TOOL: (1.813"") GRAPPLE FOR",3.0,4582.8,04. PO Available to Peg,SAP - MANUAL Reservation,,cnevarez2,3606,4584485476,3,4584485476-3,,
6083042891-4,6083042891,4,2025-09-23,2025-09-29,106022764,"1-11/16"" OD PORTED CROSSOVER C/W 1"" AMMT",1.0,320.79600000000005,04. PO Available to Peg,SAP - MANUAL Reservation,,cnevarez2,3606,4584485476,4,4584485476-4,,
6083042891-5,6083042891,5,2025-09-23,2025-09-29,106022767,"1.688"" OD PORTED CROSSOVER, W/ 1” AMMT B",1.0,320.26,04. PO Available to Peg,SAP - MANUAL Reservation,,cnevarez2,3606,4584485476,5,4584485476-5,,
6083035585-8,6083035585,8,2025-09-23,2025-11-10,P499240,"AIR TANK 75L, 16 BAR, -20 TO 80 DEGC, O~",1.0,5485.102400000001,04. PO Available to Peg,MAXIMO,,05170733,3606,4584493249,1,4584493249-1,,
6082988810-1,6082988810,1,2025-09-22,2025-11-30,101273126,INSULATING WASHER (OIL SIDE),1.0,480.3565,04. PO Available to Peg,MAXIMO,,80080752,3606,4584484865,2,4584484865-2,,
6082987313-2,6082987313,2,2025-09-22,2025-11-30,101273128,INSULATING WASHER (AIR SIDE),1.0,515.0357,04. PO Available to Peg,MAXIMO,,80080752,3606,4584484865,1,4584484865-1,,
