Index,Material-Plant,Plant,Geo-Unit,GEO UNIT (Profit Center),Material,Reservation -Line,Requirements Date,Creation Date,Stock On Hand - DDSC,Stock On Hand - HDSC,Last 3 Month Consumption,Last 6 Month Consumption,Last 12 Month Consumption,Material Stratification (Last 6 Month Consumption),Material Stratification (Last 12 Month Consumption),Open Qty - Reservation,Open Reservation Value,Material/Plant-SOH - Total,Primary Pegged PO-LN - Open Qty,Combined SOH & PO Pegging,Main - PO Line to Peg to Reservation,Main - PO to Peg to Reservation,Additional PO - Line to Peg,Primary Pegged PO-LN - Order Qty,Primary Pegged PO-LN - Approval Status,Primary Pegged PO-LN - RDD Date,Pegged Main PO GR Status,Pegged Main PO Invoice Status,Primary Pegged PO-LN - Invoice Qty,Post Pegging SOH Qty,Post Pegging PO Qty,Material Description,MRP Parameters - MRP Controller,MRP Parameters - Profit Center,MRP Parameters - Planned Delivery Time,MRP Parameters - Prime Status,MRP Parameters - Safety Stock,MRP Parameters - Standard Price,Business Line - By Cost Center,Sub - Business Line - By Cost Center,Business Line by Profit Center,Material/Plant-Open PO Qty - Total,Purchase Requisition - Status,Purchase Requisitions,Planned Order - Status,Planned Orders,Maximo Asset ID,Maximo Asset Num,Maximo Serial No,Reservation Creation type,WO Number,User Name,Goods recipient,Maximo - WO STATUS and Part Status,WBS Element,Cost Center,reservation_line_id,reservation_number,reservation_line_number
1,104742104-3606,3606.0,APG,APG,104742104,6082478331-2,2025-10-30,2025-09-12,,,0.0,0.0,0.0,SLOW MOVER,SLOW MOVER,1.0,2011.5410000000002,,1.0,04. PO Available to Peg,4584493292-1,4584493292,,1.0,Approved,2025-10-25,Pending Full GR,PO is not Invoiced,,-1.0,0.0,"ASSEMBLY, FRAME, INJSIM, HR560, HR580",ZZZ,110498.0,157.0,Non AR Part,0.0,2011.5410000000002,RPI,WIS,RPI,1.0,No Purchase Requisition,,NO PLD ORDER,,,,,SAP - MANUAL Reservation,,05211420,AAgarwal15,-,,AU100450,6082478331-2,6082478331,2
1,J026240-3606,3606.0,APG,APG,J026240,6082483899-5,2025-11-24,2025-09-12,,,0.0,0.0,2.0,SLOW MOVER,STRANGER,2.0,11.2622,,2.0,04. PO Available to Peg,4584632357-2,4584632357,,2.0,Approved,2025-11-19,Pending Full GR,PO is not Invoiced,,-2.0,0.0,SNAP RING,ZZZ,110516.0,87.0,Non AR Part,0.0,5.829,RPS,WPS,RPE,2.0,No Purchase Requisition,,NO PLD ORDER,,,,,MAXIMO,1046331980,SYS-MAXIMO,02832673,-,,AU100314,6082483899-5,6082483899,5
1,J142347-3606,3606.0,APG,APG,J142347,6082483899-4,2025-11-24,2025-09-12,,,0.0,0.0,2.0,SLOW MOVER,STRANGER,2.0,47.7928,,2.0,04. PO Available to Peg,4584632353-1,4584632353,,2.0,Approved,2025-11-19,Pending Full GR,PO is not Invoiced,,-2.0,0.0,SPLIT RING SPACER,ZZZ,110516.0,155.0,Non AR Part,0.0,24.736400000000003,RPS,WPS,RPE,2.0,No Purchase Requisition,,NO PLD ORDER,,,,,MAXIMO,1046331980,SYS-MAXIMO,02832673,-,,AU100314,6082483899-4,6082483899,4
1,J256629-3606,3606.0,APG,APG,J256629,6082483899-6,2025-11-24,2025-09-12,,,0.0,0.0,1.0,SLOW MOVER,STRANGER,1.0,317.9029,,1.0,04. PO Available to Peg,4584632357-5,4584632357,,1.0,Approved,2025-11-19,Pending Full GR,PO is not Invoiced,,-1.0,0.0,THREADED RING,ZZZ,110516.0,125.0,Non AR Part,0.0,329.07720000000006,RPS,WPS,RPE,1.0,No Purchase Requisition,,NO PLD ORDER,,,,,MAXIMO,1046331980,SYS-MAXIMO,02832673,-,,AU100314,6082483899-6,6082483899,6
1,J256742-3606,3606.0,APG,APG,J256742,6082483899-3,2025-11-24,2025-09-12,,,0.0,0.0,2.0,SLOW MOVER,STRANGER,2.0,547.8446,,2.0,04. PO Available to Peg,4584632357-4,4584632357,,2.0,Approved,2025-11-19,Pending Full GR,PO is not Invoiced,,-2.0,0.0,RING SPLIT,ZZZ,110516.0,233.0,Non AR Part,0.0,283.5507,RPS,WPS,RPE,2.0,No Purchase Requisition,,NO PLD ORDER,,,,,MAXIMO,1046331980,SYS-MAXIMO,02832673,-,,AU100314,6082483899-3,6082483899,3
1,J967820-3606,3606.0,APG,APG,J967820,6082483899-8,2025-11-24,2025-09-12,,,0.0,3.0,3.0,STRANGER,STRANGER,2.0,3335.2362,,2.0,04. PO Available to Peg,4584632542-1,4584632542,,2.0,Approved,2025-11-19,Pending Full GR,PO is not Invoiced,,-2.0,0.0,"HOUSING, ELEC. SECTION",ZZZ,110516.0,164.0,Non AR Part,0.0,1726.2349,RPS,WPS,RPE,2.0,No Purchase Requisition,,PLANNED ORDER Available Convert to Purchase Requisition,1027088577,,,,MAXIMO,1046331980,SYS-MAXIMO,02832673,-,,AU100314,6082483899-8,6082483899,8
1,PEAK-00059622-3606,3606.0,APG,APG,PEAK-00059622,6082505413-1,2025-09-12,2025-09-12,,,0.0,0.0,0.0,SLOW MOVER,SLOW MOVER,2.0,4652.9892,,2.0,04. PO Available to Peg,4584518289-11,4584518289,,2.0,Approved,2025-09-09,Pending Full GR,PO is not Invoiced,,-2.0,0.0,Compact Toolstring,ZZZ,110732.0,152.0,Non AR Part,0.0,2326.4946,,,RPI,2.0,No Purchase Requisition,,NO PLD ORDER,,,,,SAP - MANUAL Reservation,,02307312,FHERWANTO,-,J.25.143271,,6082505413-1,6082505413,1
1,106019451-3606,3606.0,APG,APG,106019451,6082430235-1,2025-10-31,2025-09-11,,,0.0,0.0,0.0,SLOW MOVER,SLOW MOVER,1.0,13814.596,,,05. No PO Available to Peg,,,,,,,,,,-1.0,0.0,"18875814-001 - LOWER SUB, 7.06 BX156 10M",ZZZ,110498.0,33.0,Non AR Part,0.0,13814.596,,,RPI,0.0,No Purchase Requisition,,NO PLD ORDER,,,,,SAP - MANUAL Reservation,,00710640,PETTENGELL,-,J.26.012893,,6082430235-1,6082430235,1
1,PEAK-00009547-3606,3606.0,APG,APG,PEAK-00009547,6082451079-6,2025-09-11,2025-09-11,,,0.0,0.0,0.0,SLOW MOVER,SLOW MOVER,3.0,113.90670000000001,,3.0,04. PO Available to Peg,4584518289-1,4584518289,,3.0,Approved,2025-09-08,Pending Full GR,PO is not Invoiced,,-3.0,0.0,Major Redress Kit for A110-2720-,ZZZ,110732.0,141.0,Non AR Part,0.0,37.968900000000005,,,RPI,3.0,No Purchase Requisition,,NO PLD ORDER,,,,,SAP - MANUAL Reservation,,02307312,FHERWANTO,-,J.25.128853,,6082451079-6,6082451079,6
1,PEAK-00009552-3606,3606.0,APG,APG,PEAK-00009552,6082451079-1,2025-09-11,2025-09-11,,,0.0,0.0,0.0,SLOW MOVER,SLOW MOVER,1.0,762.5269999999999,,1.0,04. PO Available to Peg,4584518289-6,4584518289,,1.0,Approved,2025-09-08,Pending Full GR,PO is not Invoiced,,-1.0,0.0,Stem,ZZZ,110732.0,141.0,Non AR Part,0.0,762.5269999999999,,,RPI,1.0,No Purchase Requisition,,NO PLD ORDER,,,,,SAP - MANUAL Reservation,,02307312,FHERWANTO,-,J.25.128853,,6082451079-1,6082451079,1
1,PEAK-00009553-3606,3606.0,APG,APG,PEAK-00009553,6082451079-7,2025-09-11,2025-09-11,,,0.0,0.0,0.0,SLOW MOVER,SLOW MOVER,3.0,665.5914,,3.0,04. PO Available to Peg,4584518289-2,4584518289,,3.0,Approved,2025-09-08,Pending Full GR,PO is not Invoiced,,-3.0,0.0,Major Redress Kit for A110-2720-,ZZZ,110732.0,141.0,Non AR Part,0.0,221.8638,,,RPI,3.0,No Purchase Requisition,,NO PLD ORDER,,,,,SAP - MANUAL Reservation,,02307312,FHERWANTO,-,J.25.128853,,6082451079-7,6082451079,7
1,PEAK-00009555-3606,3606.0,APG,APG,PEAK-00009555,6082451079-2,2025-09-11,2025-09-11,,,0.0,0.0,0.0,SLOW MOVER,SLOW MOVER,1.0,2492.4603,,1.0,04. PO Available to Peg,4584518289-7,4584518289,,1.0,Approved,2025-09-08,Pending Full GR,PO is not Invoiced,,-1.0,0.0,Accelerator,ZZZ,110732.0,141.0,Non AR Part,0.0,2492.4603,,,RPI,1.0,No Purchase Requisition,,NO PLD ORDER,,,,,SAP - MANUAL Reservation,,02307312,FHERWANTO,-,J.25.128853,,6082451079-2,6082451079,2
1,PEAK-00009559-3606,3606.0,APG,APG,PEAK-00009559,6082451079-9,2025-09-11,2025-09-11,,,0.0,0.0,0.0,SLOW MOVER,SLOW MOVER,3.0,89.9475,,3.0,04. PO Available to Peg,4584518289-3,4584518289,,3.0,Approved,2025-09-08,Pending Full GR,PO is not Invoiced,,-3.0,0.0,Major Redress Kit for A110-2720-,ZZZ,110732.0,141.0,Non AR Part,0.0,29.9825,,,RPI,3.0,No Purchase Requisition,,NO PLD ORDER,,,,,SAP - MANUAL Reservation,,02307312,FHERWANTO,-,J.25.128853,,6082451079-9,6082451079,9
1,PEAK-00009561-3606,3606.0,APG,APG,PEAK-00009561,6082451079-3,2025-09-11,2025-09-11,,,0.0,0.0,0.0,SLOW MOVER,SLOW MOVER,1.0,1324.1813000000002,,1.0,04. PO Available to Peg,4584518289-8,4584518289,,1.0,Approved,2025-09-08,Pending Full GR,PO is not Invoiced,,-1.0,0.0,Linear Jar,ZZZ,110732.0,141.0,Non AR Part,0.0,1324.1813000000002,,,RPI,1.0,No Purchase Requisition,,NO PLD ORDER,,,,,SAP - MANUAL Reservation,,02307312,FHERWANTO,-,J.25.128853,,6082451079-3,6082451079,3
1,PEAK-00016824-3606,3606.0,APG,APG,PEAK-00016824,6082451079-4,2025-09-11,2025-09-11,,,0.0,0.0,0.0,SLOW MOVER,SLOW MOVER,1.0,1068.3351,,1.0,04. PO Available to Peg,4584518289-9,4584518289,,1.0,Approved,2025-09-08,Pending Full GR,PO is not Invoiced,,-1.0,0.0,Dummy Power Jar,ZZZ,110732.0,141.0,Non AR Part,0.0,1068.3351,,,RPI,1.0,No Purchase Requisition,,NO PLD ORDER,,,,,SAP - MANUAL Reservation,,02307312,FHERWANTO,-,J.25.128853,,6082451079-4,6082451079,4
1,PEAK-00016829-3606,3606.0,APG,APG,PEAK-00016829,6082451079-5,2025-09-11,2025-09-11,,,0.0,0.0,0.0,SLOW MOVER,SLOW MOVER,1.0,3528.8096000000005,,1.0,04. PO Available to Peg,4584518289-10,4584518289,,1.0,Approved,2025-09-08,Pending Full GR,PO is not Invoiced,,-1.0,0.0,"2.720"" OD CTS Power Jar w 1-7/8""",ZZZ,110732.0,141.0,Non AR Part,0.0,3528.8096000000005,,,RPI,1.0,No Purchase Requisition,,NO PLD ORDER,,,,,SAP - MANUAL Reservation,,02307312,FHERWANTO,-,J.25.128853,,6082451079-5,6082451079,5
1,PEAK-00017942-3606,3606.0,APG,APG,PEAK-00017942,6082451079-8,2025-09-11,2025-09-11,,,0.0,0.0,0.0,SLOW MOVER,SLOW MOVER,3.0,305.80139999999994,,3.0,04. PO Available to Peg,4584518289-4,4584518289,,3.0,Approved,2025-09-08,Pending Full GR,PO is not Invoiced,,-3.0,0.0,Major Redress Kit for A110-2720-,ZZZ,110732.0,141.0,Non AR Part,0.0,101.93379999999999,,,RPI,3.0,No Purchase Requisition,,NO PLD ORDER,,,,,SAP - MANUAL Reservation,,02307312,FHERWANTO,-,J.25.128853,,6082451079-8,6082451079,8
1,PEAK-00017951-3606,3606.0,APG,APG,PEAK-00017951,6082451079-10,2025-09-11,2025-09-11,,,0.0,0.0,0.0,SLOW MOVER,SLOW MOVER,3.0,155.9157,,3.0,04. PO Available to Peg,4584518289-5,4584518289,,3.0,Approved,2025-09-08,Pending Full GR,PO is not Invoiced,,-3.0,0.0,Major Redress Kit for A110-2720-,ZZZ,110732.0,141.0,Non AR Part,0.0,51.9719,,,RPI,3.0,No Purchase Requisition,,NO PLD ORDER,,,,,SAP - MANUAL Reservation,,02307312,FHERWANTO,-,J.25.128853,,6082451079-10,6082451079,10
1,100280448-3610,3610.0,APG,APG,100280448,6082397777-35,2025-09-10,2025-09-10,3.0,,0.0,0.0,0.0,SLOW MOVER,SLOW MOVER,2.0,157.877,,,05. No PO Available to Peg,,,,,,,,,,-2.0,0.0,"PUNCH, INNER CONE, 7-32 SIZE",ZZZ,110516.0,41.0,Non AR Part,0.0,81.7132,RPE,WLES,RPE,0.0,No Purchase Requisition,,NO PLD ORDER,,,,,SAP - MANUAL Reservation,M: MDT Q4,05867015,ckok3,-,,AU100307,6082397777-35,6082397777,35
1,100673631-3610,3610.0,APG,APG,100673631,6082397777-19,2025-09-10,2025-09-10,162.0,13.0,0.0,8.0,12.0,STRANGER,STRANGER,16.0,864.7248,,,05. No PO Available to Peg,,,,,,,,,,-16.0,0.0,"RING, CHECK VALVE, LARGE VOLUME",ZZZ,110516.0,18.0,Non AR Part,0.0,55.945,RPE,WLES,RPE,0.0,No Purchase Requisition,,NO PLD ORDER,,,,,SAP - MANUAL Reservation,M: MDT Q4,05867015,ckok3,-,,AU100307,6082397777-19,6082397777,19
1,B019341-3610,3610.0,APG,APG,B019341,6082397777-13,2025-09-10,2025-09-10,2156.0,232.0,0.0,50.0,75.0,STRANGER,STRANGER,50.0,145.5,,,05. No PO Available to Peg,,,,,,,,,,-50.0,0.0,"O-RING;341,3.475 IN,0.21 IN,FKM,95A",ZZZ,110516.0,24.0,Non AR Part,0.0,3.5979,RPE,WLES,RPE,0.0,No Purchase Requisition,,PLANNED ORDER Available Convert to Purchase Requisition,1029614120,,,,SAP - MANUAL Reservation,M: MDT Q4,05867015,ckok3,-,,AU100307,6082397777-13,6082397777,13
1,B032417-3610,3610.0,APG,APG,B032417,6082397777-27,2025-09-10,2025-09-10,23.0,0.0,0.0,0.0,0.0,SLOW MOVER,SLOW MOVER,2.0,109.35740000000001,,,04. PO Available to Peg,4584440367-1,4584440367,,,,,Pending Full GR,PO is not Invoiced,,-2.0,0.0,"CARTRIDGE VALVE, PILOT TO OPEN",ZZZ,110516.0,21.0,Non AR Part,0.0,54.678700000000006,RPE,WLES,RPE,2.0,No Purchase Requisition,,NO PLD ORDER,,,,,SAP - MANUAL Reservation,M: MDT Q4,05867015,ckok3,-,,AU100307,6082397777-27,6082397777,27
1,B032418-3610,3610.0,APG,APG,B032418,6082397777-26,2025-09-10,2025-09-10,42.0,0.0,0.0,0.0,0.0,SLOW MOVER,SLOW MOVER,2.0,126.429,,,04. PO Available to Peg,4584440367-2,4584440367,,,,,Pending Full GR,PO is not Invoiced,,-2.0,0.0,"CARTRIDGE VALVE, PILOT TO CLOSE",ZZZ,110516.0,21.0,Non AR Part,0.0,63.2145,RPE,WLES,RPE,2.0,No Purchase Requisition,,NO PLD ORDER,,,,,SAP - MANUAL Reservation,M: MDT Q4,05867015,ckok3,-,,AU100307,6082397777-26,6082397777,26
1,H433402-3610,3610.0,APG,APG,H433402,6082397777-30,2025-09-10,2025-09-10,64.0,14.0,0.0,0.0,0.0,SLOW MOVER,SLOW MOVER,1.0,561.5404000000001,,,04. PO Available to Peg,4584440367-7,4584440367,,,,,Pending Full GR,PO is not Invoiced,,-1.0,0.0,FLOW LINE SOCKET,ZZZ,110516.0,21.0,Non AR Part,0.0,561.5404000000001,RPE,WLES,RPE,1.0,No Purchase Requisition,,PLANNED ORDER Available Convert to Purchase Requisition,1027061415,,,,SAP - MANUAL Reservation,M: MDT Q4,05867015,ckok3,-,,AU100307,6082397777-30,6082397777,30
1,H433403-3610,3610.0,APG,APG,H433403,6082397777-31,2025-09-10,2025-09-10,49.0,12.0,0.0,1.0,1.0,STRANGER,STRANGER,1.0,2029.2104,,,05. No PO Available to Peg,,,,,,,,,,-1.0,0.0,FLOW LINE JOINT,ZZZ,110516.0,21.0,Non AR Part,0.0,2100.5371,RPE,WLES,RPE,0.0,No Purchase Requisition,,NO PLD ORDER,,,,,SAP - MANUAL Reservation,M: MDT Q4,05867015,ckok3,-,,AU100307,6082397777-31,6082397777,31
1,PEAK-00005540-3606,3606.0,APG,APG,PEAK-00005540,6082344283-2,2025-09-09,2025-09-09,,,0.0,0.0,0.0,SLOW MOVER,SLOW MOVER,1.0,228.8854,,,05. No PO Available to Peg,,,,,,,,,,-1.0,0.0,Crossover,ZZZ,110732.0,33.0,Non AR Part,0.0,228.8854,RPI,SLKN,RPI,0.0,No Purchase Requisition,,NO PLD ORDER,,,,,SAP - MANUAL Reservation,,02307312,FHERWANTO,-,,AU100079,6082344283-2,6082344283,2
1,101073217-3606,3606.0,APG,APG,101073217,6082264611-2,2025-09-09,2025-09-08,,,0.0,0.0,0.0,SLOW MOVER,SLOW MOVER,1.0,29831.354700000004,,,05. No PO Available to Peg,,,,,,,,,,-1.0,0.0,"NEAR DETECTOR, PNX TESTED ASSEMBLY",ZZZ,110514.0,33.0,Non AR Part,0.0,29831.354700000004,RPE,WLES,RPI,0.0,No Purchase Requisition,,NO PLD ORDER,,7472919490.0,PNXS-AB|24,24,MAXIMO,1044882424,SYS-MAXIMO,02307312,INPRG-PENDING,,AU100070,6082264611-2,6082264611,2
1,101077328-3606,3606.0,APG,APG,101077328,6082264611-1,2025-09-09,2025-09-08,,,0.0,0.0,0.0,SLOW MOVER,SLOW MOVER,1.0,35576.2071,,,05. No PO Available to Peg,,,,,,,,,,-1.0,0.0,"DEEP DETECTOR, PNX TESTED ASSEMBLY",ZZZ,110514.0,33.0,Non AR Part,0.0,36826.7108,RPE,WLES,RPI,0.0,No Purchase Requisition,,NO PLD ORDER,,7472919490.0,PNXS-AB|24,24,MAXIMO,1044882424,SYS-MAXIMO,02307312,INPRG-PENDING,,AU100070,6082264611-1,6082264611,1
1,106009412-3606,3606.0,APG,APG,106009412,6082264707-1,2025-09-14,2025-09-08,,,0.0,0.0,0.0,SLOW MOVER,SLOW MOVER,2.0,2857.8582,,2.0,04. PO Available to Peg,4584481072-1,4584481072,,2.0,Approved,2025-10-26,Pending Full GR,PO is not Invoiced,,-2.0,0.0,1155187 - RAM SHEAR/SEAL LH 4 1/16 ID 15,ZZZ,110498.0,33.0,Non AR Part,0.0,1428.9291,RPI,WIS,RPI,2.0,No Purchase Requisition,,NO PLD ORDER,,,,,SAP - MANUAL Reservation,,02950517,cnevarez2,-,,AU100022,6082264707-1,6082264707,1
1,106009413-3606,3606.0,APG,APG,106009413,6082264707-2,2025-09-14,2025-09-08,,,0.0,0.0,0.0,SLOW MOVER,SLOW MOVER,2.0,2857.8582,,2.0,04. PO Available to Peg,4584481072-2,4584481072,,2.0,Approved,2025-10-26,Pending Full GR,PO is not Invoiced,,-2.0,0.0,1155246 - RAM SHEAR RH 4 1/16 ID 15K,ZZZ,110498.0,33.0,Non AR Part,0.0,1428.9291,RPI,WIS,RPI,2.0,No Purchase Requisition,,NO PLD ORDER,,,,,SAP - MANUAL Reservation,,02950517,cnevarez2,-,,AU100022,6082264707-2,6082264707,2
1,106019452-3606,3606.0,APG,APG,106019452,6082264707-3,2025-09-14,2025-09-08,,,0.0,0.0,0.0,SLOW MOVER,SLOW MOVER,4.0,777.9236,,4.0,04. PO Available to Peg,4584481072-3,4584481072,,4.0,Approved,2025-10-26,Pending Full GR,PO is not Invoiced,,-4.0,0.0,P407SA16 - Inner Seal 4.063-15M 2.37SP,ZZZ,110498.0,33.0,Non AR Part,0.0,194.4809,RPI,WIS,RPI,4.0,No Purchase Requisition,,NO PLD ORDER,,,,,SAP - MANUAL Reservation,,02950517,cnevarez2,-,,AU100022,6082264707-3,6082264707,3
1,B076339-3606,3606.0,APG,APG,B076339,6082264417-1,2025-09-08,2025-09-08,50.0,200.0,0.0,0.0,0.0,SLOW MOVER,SLOW MOVER,200.0,257.28,,,05. No PO Available to Peg,,,,,,,,,,-200.0,0.0,"SCREW,SOC SET 1/2-13 X    3/8  SST     ~",ZZZ,110516.0,21.0,Non AR Part,0.0,1.2864,RPI,WLPS,RPE,0.0,No Purchase Requisition,,NO PLD ORDER,,,,,SAP - MANUAL Reservation,,00869610,jpereira11,-,,AU100064,6082264417-1,6082264417,1
1,P075985-3606,3606.0,APG,APG,P075985,6082266050-1,2025-09-08,2025-09-08,1118.0,58.0,0.0,0.0,0.0,SLOW MOVER,SLOW MOVER,150.0,173.79000000000002,,,05. No PO Available to Peg,,,,,,,,,,-150.0,0.0,SEAL;CPLG,ZZZ,110516.0,21.0,Non AR Part,0.0,1.1993,RPI,WLPS,RPE,0.0,No Purchase Requisition,,NO PLD ORDER,,,,,SAP - MANUAL Reservation,,00869610,jpereira11,-,,AU100063,6082266050-1,6082266050,1
1,P586076-3606,3606.0,APG,APG,P586076,6082283142-1,2025-10-13,2025-09-08,1.0,,0.0,0.0,0.0,SLOW MOVER,SLOW MOVER,1.0,648.8682000000001,,,05. No PO Available to Peg,,,,,,,,,,-1.0,0.0,INSULATING SLEEVE,ZZZ,110516.0,18.0,Non AR Part,0.0,648.8682000000001,RPS,WPS,RPE,0.0,No Purchase Requisition,,NO PLD ORDER,,9716639490.0,AH-270|1705,1705,MAXIMO,1045982779,SYS-MAXIMO,02832673,-PENDING,,AU100314,6082283142-1,6082283142,1
1,P787700-3606,3606.0,APG,APG,P787700,6082283142-2,2025-10-13,2025-09-08,,,0.0,0.0,0.0,SLOW MOVER,SLOW MOVER,1.0,7815.375800000001,,,05. No PO Available to Peg,,,,,,,,,,-1.0,0.0,INSULATING HOUSING,ZZZ,110516.0,557.0,Non AR Part,0.0,7815.375800000001,RPS,WPS,RPE,0.0,No Purchase Requisition,,NO PLD ORDER,,9716639490.0,AH-270|1705,1705,MAXIMO,1045982779,SYS-MAXIMO,02832673,-PENDING,,AU100314,6082283142-2,6082283142,2
1,106010858-3606,3606.0,APG,APG,106010858,6082058016-1,2025-09-29,2025-09-04,,,0.0,0.0,0.0,SLOW MOVER,SLOW MOVER,1.0,5041.08,,1.0,04. PO Available to Peg,4584493151-1,4584493151,,1.0,Approved,2025-09-26,Pending Full GR,PO is not Invoiced,,-1.0,0.0,10K/15K SHAFT TO 2'' 1502 w/nut Assembly,ZZZ,110744.0,33.0,Non AR Part,0.0,5041.08,,,RPS,1.0,No Purchase Requisition,,NO PLD ORDER,,,,,SAP - MANUAL Reservation,,00710640,PETTENGELL,-,J.24.079735,,6082058016-1,6082058016,1
1,B015001-3606,3606.0,APG,APG,B015001,6082086955-1,2025-09-18,2025-09-04,1864.0,128.0,0.0,5.0,36.0,STRANGER,STRANGER,5.0,2.6,84.0,,01. SOH Available to Peg,,,,,,,,,,79.0,0.0,"O-RING;031,1.739 IN,0.07 IN,FKM,95A",ZZZ,110516.0,21.0,Non AR Part,0.0,0.5092,RPE,WLES,RPE,0.0,No Purchase Requisition,,NO PLD ORDER,,8308799490.0,PGD-KA|1839,1839,MAXIMO,1021815553,SYS-MAXIMO,00821967,INPRG-PENDING,,AU100070,6082086955-1,6082086955,1
2,100112244-3606,3606.0,APG,APG,100112244,6082086826-1,2025-09-18,2025-09-04,9.0,7.0,0.0,0.0,0.0,SLOW MOVER,SLOW MOVER,1.0,170.66240000000002,,,05. No PO Available to Peg,,,,,,,,,,-11.0,0.0,MEMBRANE,ZZZ,110516.0,18.0,Non AR Part,0.0,170.66240000000002,RPE,WLES,RPE,0.0,No Purchase Requisition,,PLANNED ORDER Available Convert to Purchase Requisition,1027090784 | 1027090785,8810899490.0,IBC-TX|3106,3106,MAXIMO,1026644285,SYS-MAXIMO,00821967,WAPPR-PENDING,,AU100070,6082086826-1,6082086826,1
2,PEAK-00005540-3606,3606.0,APG,APG,PEAK-00005540,6082058167-1,2025-12-21,2025-09-04,,,0.0,0.0,0.0,SLOW MOVER,SLOW MOVER,1.0,228.8854,,,05. No PO Available to Peg,,,,,,,,,,-2.0,0.0,Crossover,ZZZ,110732.0,33.0,Non AR Part,0.0,228.8854,,,RPI,0.0,No Purchase Requisition,,NO PLD ORDER,,,,,SAP - MANUAL Reservation,,03966439,03966439,-,J.25.143271,,6082058167-1,6082058167,1
5,103281174-3606,3606.0,APG,APG,103281174,6082091751-1,2025-09-18,2025-09-04,147.0,11.0,0.0,11.0,11.0,STRANGER,STRANGER,1.0,432.3495,,,05. No PO Available to Peg,,,,,,,,,,-6.0,0.0,UPM BIAS CAN UPGRADE RETROFIT KIT,ZZZ,110516.0,350.0,Non AR Part,0.0,447.5466,RPE,WLES,RPE,0.0,No Purchase Requisition,,PLANNED ORDER Available Convert to Purchase Requisition,1033961797 | 1033961798,7033179490.0,UPM-BC|4236,4236,MAXIMO,1027780614,SYS-MAXIMO,00821967,WAPPR-PENDING,,AU100070,6082091751-1,6082091751,1
1,102065841-3606,3606.0,APG,APG,102065841,6082006088-1,2025-09-14,2025-09-03,,,0.0,0.0,0.0,SLOW MOVER,SLOW MOVER,2.0,927.2800000000001,2.0,,01. SOH Available to Peg,,,,,,,,,,0.0,0.0,"VALVE, RELIEF POP OFF 0.50NPT 60PSI",ZZZ,110516.0,77.0,Non AR Part,0.0,463.64000000000004,,,RPE,3.0,No Purchase Requisition,,NO PLD ORDER,,,,,SAP - MANUAL Reservation,,00710640,PETTENGELL,-,J.24.079735,,6082006088-1,6082006088,1
1,PEAK-00009549-3606,3606.0,APG,APG,PEAK-00009549,6082009064-1,2025-12-21,2025-09-03,,,0.0,0.0,0.0,SLOW MOVER,SLOW MOVER,1.0,3295.9578,,1.0,04. PO Available to Peg,4584427522-1,4584427522,,1.0,Approved,2025-12-18,Pending Full GR,PO is not Invoiced,,-1.0,0.0,Rope Socket & Swivel,ZZZ,110732.0,141.0,Non AR Part,0.0,3295.9578,,,RPI,1.0,No Purchase Requisition,,NO PLD ORDER,,,,,SAP - MANUAL Reservation,,03966439,03966439,-,J.25.143271,,6082009064-1,6082009064,1
1,100345440-3610,3610.0,APG,APG,100345440,6081952335-1,2025-09-02,2025-09-02,37403.0,,0.0,0.0,0.0,SLOW MOVER,SLOW MOVER,1000.0,116.5,,,04. PO Available to Peg,4584404479-1,4584404479,,,,,Pending Full GR,PO is not Invoiced,,-1000.0,0.0,CABLE 2X24AWG 600V PTFE BLK/WHT W/JKT N~,005,110516.0,223.0,AR Part,7874.0,0.1206,RPI,WLPS,RPE,8880.0,No Purchase Requisition,,NO PLD ORDER,,,,,SAP - MANUAL Reservation,M: PERFO WIRE,05867015,ckok3,-,,AU100311,6081952335-1,6081952335,1
2,104621294-3606,3606.0,APG,APG,104621294,6081958995-1,2025-12-31,2025-09-02,,,0.0,0.0,0.0,SLOW MOVER,SLOW MOVER,1.0,2499.65,1.0,,05. No PO Available to Peg,,,,,,,,,,-1.0,0.0,"HOSE AND ROLLER ASSEMBLY, WCCS FCO-01",ZZZ,110516.0,110.0,Non AR Part,0.0,2883.9413000000004,RPE,WLES,RPE,0.0,No Purchase Requisition,,NO PLD ORDER,,16940540518.0,WCCS-AB|SN5006,SN5006,MAXIMO,1021564294,SYS-MAXIMO,02980787,WAPPR-PENDING,,AU100070,6081958995-1,6081958995,1
1,101937841-3606,3606.0,APG,APG,101937841,6081907787-2,2025-10-30,2025-09-01,,,0.0,0.0,0.0,SLOW MOVER,SLOW MOVER,20.0,4375.1,20.0,,01. SOH Available to Peg,,,,,,,,,,0.0,0.0,"PACKER, ONE PIECE - 2.38 CT",ZZZ,110498.0,18.0,Non AR Part,0.0,218.75500000000002,,,RPI,0.0,No Purchase Requisition,,NO PLD ORDER,,,,,SAP - MANUAL Reservation,M: SHELL_DSW4,00710640,PETTENGELL,-,J.25.000982,,6081907787-2,6081907787,2
